Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
37701,-4.971703294903298,-3.526967301537675,4.3879908605720015,0.12173646159479601,-0.8058310670251614,2.028111432154133,0.1698190173428229,-1.699960132997939,-6.384815151385851,-6.673611152296491,-0.869005086723722,-4.814415850419294,-0.25721450817514036,-1.357656417099315,-0.10443252311527325,1.8992089130358512,-2.171433168273358,1.2303155782804158,-0.30303827617675166,-10.282437473413049,-1.260926013661187,0.6972656933505437,0.2366479243433024,-2.1400671004683898,3.45295322066041,-0.05400030489572849,2.1921089095606088,0.18977035998689068,190.36578241753654,0
30418,0.07713704110160102,-2.003224419461552,2.4893849687757124,-4.014553865005082,-0.398660071324839,-2.1564554654374755,0.6159177662510299,-3.403494090702176,-4.10987804874617,-5.331827723424583,-6.7350105392563835,-3.7461400742870756,1.1775292992884085,2.566933978981403,-0.48265444709758326,-0.056418480303426444,0.6887825311591441,3.161818556285903,-2.2961494828871136,-6.4786192017546105,-2.651884289650806,4.357527906624988,-0.0620036324737564,-0.2462214262104294,-0.25938938014647417,0.026291248751021512,2.202139881778834,0.03317031363593903,34.445512273691165,0
36911,-5.001470332656144,0.739289326805528,0.4182841924390175,1.0458782482351245,-0.902374796678774,-4.424962420731598,0.26401241788020674,-0.9127187309271412,4.479122240376513,-0.6386019936661032,10.05094174489491,2.4340611696659025,-2.3792867670304143,-5.214064559468024,-2.2566423118710524,0.6184806735829038,-0.3080146111023113,2.8905182660594475,12.570127105663689,2.384677525198955,0.7463882218609059,-3.130427853264094,5.770095753127825,0.5074055425190385,0.26601865679710945,-2.1560541752106452,-0.5384446766399194,-0.10035466439401676,17.48385442105599,0
43626,-2.67769674226672,-6.136915331669688,2.6248702765259466,1.152718298320894,0.4839042079079789,-0.7597478611935324,0.8381583758150959,-4.535297796836276,-5.340631242286315,1.2900971617505994,-7.161027760938796,0.9239902493407457,0.18739455171974392,2.8051426814304343,-2.2984486815963012,-1.9514441079132232,-0.05655573815217103,2.2092061906104377,4.949362806465638,-4.80081127721937,-0.5942055327072902,6.564764608977646,-6.282437900438713,-0.6379219006012625,3.153637543094312,3.439989530211064,-0.15719707055903354,1.2957050564687418,141.79932794394702,0
37205,0.4627977419872882,0.6242105711907462,-2.1680414262539123,-0.6563175527669447,-1.4245660965550249,2.0765051268464414,-1.3199361818966544,-1.1606488326449806,0.06606983065796751,3.9149075655200756,-3.7667183129948554,2.2348892982123565,0.4664080568206795,1.501337437091618,0.7665178870295515,-0.3510145901901882,-2.237349683576574,-1.9399821241138846,0.7857754025375727,-2.066410569417749,-0.12139163319864009,-0.44711562365466867,-2.934739636316843,-0.23492483133366734,2.90476014654211,2.0696360739073514,-3.147684638743378,-0.35333030919013664,45.85783765782041,0
86029,-0.7010251388917996,-2.1075147632110536,-0.17861229241968135,-2.444907926521516,0.5117468478547375,2.4184826110494146,-0.39985502541818907,-1.403158939001681,-2.349468450147217,-0.3160598696634225,-5.631913016057241,0.7870936591186217,1.0284191638236817,0.9549246176579613,-1.3478741235059457,0.7958224039075448,0.013256609516385258,-0.2105836428632799,0.6903711912853546,-4.999404538772491,1.7436874340396393,-0.1195412562409701,-1.8870759854648145,1.2024192125941031,3.2234928242179,0.6761960896179429,-0.4202625749928097,1.0682132206688044,370.32945618110665,0
135624,2.707623840078615,-2.334754972302386,1.743736747353137,1.2397154496580387,1.7632759830021738,0.5091760157607663,0.03554345281220579,-1.4027351851189183,-3.1226357570977172,1.2886558278452493,-6.942791526495985,-5.127090475470157,-0.7902982423979942,4.779799311238376,0.7353992499478043,-2.3480564146741254,0.5430002898109828,-2.841763573669299,-7.333648921171075,-3.433862021710575,-0.8023342990473329,2.0940391738825253,-3.756404150668609,-0.23530632532868825,-0.3633692947787246,2.5805064971326743,0.6421006657810115,-2.645198281673634,65.72958795596426,0
99873,-0.8658284974691057,-1.6248770701673716,3.873338894323243,0.10555229306976588,-1.6516332619707792,2.5927633747865,1.561445651106369,-2.4917341596786673,-2.0084666845938837,-0.057970922128271374,-8.313119820989877,-0.6668304167951689,0.20337493284958513,2.401324857593633,0.7433855696433376,-0.48175129981631726,0.926822291775682,-1.8963519687341401,-2.727338830190572,-1.0689587145004764,-0.42948449959885615,0.9711113433088957,-4.972377998396292,-0.3484057135742633,-0.9199078946094923,0.19762346353440674,-1.2537131735392535,-2.114451159118063,221.0609668413619,0
80684,-2.1045655530325957,-1.5367665762758889,-1.4264564673981952,1.7939498604014554,-0.5944250797841787,-0.43428369850681103,-0.25387221257288617,-1.7351602393534309,-4.91113013626806,3.0316207664455233,-0.9011691486648981,0.17018915481232733,0.13609391388983103,0.24666611393797844,0.9979094207070114,-0.7228670887235522,-0.06330641697310427,1.9616215802896058,5.662418890468206,-2.4741697733066124,0.5183508111128836,1.7782297559120053,-3.5149008223002465,0.2921465780153574,2.7197366057461068,2.162503211893503,-2.290594844192813,-1.4164357196425124,291.1449515598628,0
29942,1.6426095813273456,4.199146227958616,-2.5607799547992807,1.7664848585635529,0.3667989331397853,-2.8880975961424067,0.7064366983114514,-3.095097758752571,2.9090019803489917,5.66723132194565,0.5442167178669893,-2.8080652105876727,-0.048062690525915025,0.9543453623138336,0.7086203425448767,1.297110653308657,-1.071470406004056,-0.1494008169424007,1.3576522715793218,-7.17173837880299,-0.4524840278545685,2.8755788451383126,-1.3271704150534118,-0.5124426197633919,3.2093903215985806,-0.6093830671384479,-0.9254665014780127,0.655946897325823,127.48706951051403,0
